,label,message
713,spam,between cost
714,ham,save yourself the stress if the person has a dorm account just send your account details and the money will be sent to you
715,ham,he also knows about lunch menu only da i know
716,ham,when i have stuff to sell i ll tell you
717,spam,urgent this is the attempt to contact u u have won call t callcost mobilesvary max
718,ham,book which lesson then you msg me i will call up after work or sth i m going to get specs my membership is
719,spam,you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on between
720,ham,macha dont feel upset i can assume your mindset believe me one evening with me and i have some wonderful plans for both of us let life begin again call me anytime
721,ham,oh is it send me the address
722,ham,s fine anytime all the best with it
723,ham,that is wondar full flim
724,ham,ya even those cookies have jelly on them
725,ham,the world is running and i am still maybe all are feeling the same so be it or i have to admit i am mad then where is the correction or let me call this is life and keep running with the world may be u r also running lets run
726,ham,got it it looks scrumptious daddy wants to eat you all night long
727,ham,of cos can lar i m not so ba dao ok pm lor y u never ask where we go ah i said u would ask on fri but he said u will ask today
728,ham,alright omw gotta change my order to a
729,ham,exactly anyways how far is jide her to study or just visiting
730,ham,dunno y u ask me
731,spam,email alertfrom jeri stewartsize low cost prescripiton drvgsto listen to email call
732,ham,no he didn t spring is coming early yay
733,ham,lol you won t feel bad when i use her money to take you out to a steak dinner d
734,ham,even u dont get in trouble while convincing just tel him once or twice and just tel neglect his msgs dont c and read it just dont reply
735,ham,leaving to qatar tonite in search of an opportunity all went fast pls add me in ur prayers dear rakhesh
736,ham,then why no one talking to me
737,ham,thanks for looking out for me i really appreciate
738,spam,hi customer loyalty offer the new mobile from only at txtauction txt word start to no get yours now ctxt tc mtmsg
739,ham,wish i were with you now
740,ham,haha mayb u re rite u know me well da feeling of being liked by someone is gd lor u faster go find one then all gals in our group attached liao
741,ham,yes i will be there glad you made it
742,ham,do well all will for little time thing of good times ahead
743,ham,just got up have to be out of the room very soon i hadn t put the clocks back til at i shouted at everyone to get up and then realised it was wahay another hour in bed
744,ham,ok there may be a free gym about
745,ham,men like shorter ladies gaze up into his eyes
746,ham,dunno he jus say go lido same time
747,ham,i promise to take good care of you princess i have to run now please send pics when you get a chance ttyl
748,spam,u are subscribed to the best mobile content service in the uk for per days until you send stop to helpline
749,ham,is there a reason we ve not spoken this year anyways have a great week and all the best in your exam
750,ham,by monday next week give me the full gist
751,spam,do you realize that in about years we ll have thousands of old ladies running around with tattoos
752,spam,you have an important customer service announcement from premier
753,ham,dont gimme that lip caveboy
754,ham,when did you get to the library
755,ham,realy sorry i don t recognise this number and am now confused who r u please
756,ham,so why didnt you holla
757,ham,cant think of anyone with spare room off top of my head
758,ham,faith makes things possible hope makes things work love makes things beautiful may you have all three this christmas merry christmas
759,ham,u should have made an appointment
760,ham,call me when you carlos is are here my phone s vibrate is acting up and i might not hear texts
761,spam,romantic paris nights flights from book now next year call cs apply
762,ham,we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat
763,spam,urgent ur guaranteed award is still unclaimed call now claimcode
764,ham,nothing but we jus tot u would ask cos u ba gua but we went mt faber yest yest jus went out already mah so today not going out jus call lor
765,ham,wishing you and your family merry x mas and happy new year in advance
766,spam,ur awarded a city break and could win a summer shopping spree every wk txt store to skilgme
767,ham,i m nt goin got somethin on unless they meetin dinner lor haha i wonder who will go tis time
768,ham,sorry i ll call later
769,ham,i cant pick the phone right now pls send a message
770,ham,lol i know they re so dramatic schools already closed for tomorrow apparently we can t drive in the inch of snow were supposed to get
771,ham,not getting anywhere with this damn job hunting over here
772,ham,lol u drunkard just doing my hair at d moment yeah still up tonight wats the plan
773,ham,idc get over here you are not weaseling your way out of this shit twice in a row
774,ham,i wil be there with in lt gt minutes got any space
775,ham,just sleeping and surfing
776,ham,thanks for picking up the trash
777,ham,why don t you go tell your friend you re not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
778,ham,hi its kate it was lovely to see you tonight and ill phone you tomorrow i got to sing and a guy gave me his card xxx
779,ham,happy new year my dear brother i really do miss you just got your number and decided to send you this text wishing you only happiness abiola
780,ham,that means get the door
781,ham,your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply
782,ham,hmmm i thought we said hours slave not you are late how should i punish you
783,ham,beerage
784,spam,you have an important customer service announcement from premier call freephone now
785,ham,dont think so it turns off like randomlly within of opening
786,ham,she was supposed to be but couldn t make it she s still in town though
787,ham,it does it on its own most of the time it fixes my spelling but sometimes it gets a completely diff word go figure
788,spam,ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community sms
789,spam,free top polyphonic tones call national rate get a toppoly tune sent every week just text subpoly to per pole unsub
790,ham,gud mrng dear hav a nice day
791,ham,this is hoping you enjoyed your game yesterday sorry i ve not been in touch but pls know that you are fondly bein thot off have a great week abiola
792,ham,all e best ur driving tmr
793,ham,y where u at dogbreath its just sounding like jan c that s al
794,ham,omg i want to scream i weighed myself and i lost more weight woohoo
795,ham,there generally isn t one it s an uncountable noun u in the dictionary pieces of research
796,ham,it s really getting me down just hanging around
797,spam,orange customer you may now claim your free camera phone upgrade for your loyalty call now on offer ends t c s apply opt out availa
798,ham,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic
799,ham,ok i msg u i leave my house
800,ham,gimme a few was lt gt minutes ago
801,spam,last chance claim ur worth of discount vouchers today text shop to now savamob offers mobile t cs savamob sub
802,ham,appt is at lt time gt am not my fault u don t listen i told u twice
803,spam,free for week nokia tone ur mobile every week just txt nokia to get txting and tell ur mates www getzed co uk pobox tone
804,spam,you have won a guaranteed award or even cashto claim ur award call free on stop getstop on php
805,ham,k i ll be there before
806,ham,i dled its very imp
807,ham,sure but make sure he knows we ain t smokin yet
808,ham,boooo you always work just quit
809,ham,i am taking half day leave bec i am not well
810,ham,ugh i don t wanna get out of bed it s so warm
811,ham,s s nervous lt gt
812,ham,so there s a ring that comes with the guys costumes it s there so they can gift their future yowifes hint hint
813,spam,congratulations ur awarded either of cd gift vouchers free entry our weekly draw txt music to tncs www ldew
814,ham,i borrow ur bag ok
815,spam,u were outbid by on the shinco dvd plyr bid again visit sms ac smsrewards end bid notifications reply end out
816,ham,where s my boytoy i miss you what happened
817,ham,he has lots of used ones babe but the model doesn t help youi have to bring it over and he ll match it up
818,ham,also are you bringing galileo or dobby
819,ham,then why you not responding
820,ham,boo babe u enjoyin yourjob u seemed b gettin on well hunny hope ure ok take care i llspeak soonlots of loveme xxxx
821,ham,good afternoon starshine how s my boytoy does he crave me yet ache to fuck me sips cappuccino i miss you babe teasing kiss
822,ham,on the road so cant txt
823,spam,smsservices for yourinclusive text credits pls goto www comuk net login unsubscribe with stop no extra charge help comuk
824,spam,alfie moon s children in need song on ur mob tell ur txt tone charity to for nokias or poly charity for polys zed profit charity
825,ham,have a good evening ttyl
826,ham,hmm bits and pieces lol sighs
827,ham,hahaha use your brain dear
828,ham,hey you got any mail
829,ham,sorry light turned green i meant another friend wanted lt gt worth but he may not be around
830,ham,thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola
831,spam,u have a secret admirer reveal who thinks u r so special call to opt out reply reveal stop per msg recd cust care
832,ham,hi mate its rv did u hav a nice hol just a message say hello coz haven t sent u in ages started driving so stay off roads rvx
833,spam,dear voucher holder to claim this weeks offer at you pc please go to http www e tlp co uk expressoffer ts cs apply to stop texts txt stop to
834,ham,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy this is the message i sent days ago
835,ham,surely result will offer
836,ham,good morning my dear have a great amp successful day
837,spam,do you want anytime any network mins text and a new video phone for only five pounds per week call or reply for delivery tomorrow
838,ham,sir i have been late in paying rent for the past few months and had to pay a lt gt charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that s why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month s end can you please help thanks
839,spam,we tried to contact you re our offer of new video phone anytime any network mins half price rental camcorder call or reply for delivery wed
840,spam,last chance claim ur worth of discount vouchers text yes to now savamob member offers mobile t cs sub remove txt x or stop
841,ham,i luv u soo much u don t understand how special u r me ring u luv u xxx
842,ham,pls send me a comprehensive mail about who i m paying when and how much
843,ham,our prashanthettan s mother passed away last night pray for her and family
844,spam,urgent call from your landline your complimentary ibiza holiday or cash await collection sae t cs po box ppm
845,ham,k k when are you going
846,ham,meanwhile in the shit suite xavier decided to give us lt gt seconds of warning that samantha was coming over and is playing jay s guitar to impress her or some shit also i don t think doug realizes i don t live here anymore
847,ham,my stomach has been thru so much trauma i swear i just can t eat i better lose weight
848,ham,i am in office whats the matter msg me now i will call you at break
849,ham,yeah there s barely enough room for the two of us x has too many fucking shoes sorry man see you later
850,spam,today s offer claim ur worth of discount vouchers text yes to now savamob member offers mobile t cs sub unsub reply x
851,ham,u reach orchard already u wan go buy tickets first
852,ham,i am real baby i want to bring out your inner tigress
853,ham,no da if you run that it activate the full version da
854,ham,ah poor baby hope urfeeling bettersn luv probthat overdose of work hey go careful spk u sn lots of lovejen xxx
855,ham,stop the story i ve told him i ve returned it and he s saying i should not re order it
856,spam,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to and see who you could meet
857,ham,going to take your babe out
858,ham,hai ana tomarrow am coming on morning lt decimal gt ill be there in sathy then we ll go to rto office reply me after came to home
859,ham,spoons it is then okay
860,ham,did he just say somebody is named tampa
861,ham,in work now going have in few min
862,ham,your brother is a genius
863,ham,sorry i guess whenever i can get a hold of my connections maybe an hour or two i ll text you
864,ham,did u find out what time the bus is at coz i need to sort some stuff out
865,ham,dude ive been seeing a lotta corvettes lately
866,spam,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call ts cs www smsco net approx
867,ham,same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don t matter
868,spam,private your account statement for xxxxxx shows un redeemed s i m points call identifier code expires
869,spam,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r
870,spam,what do u want for xmas how about free text messages a new video phone with half price line rental call free now on to find out more
871,ham,well am officially in a philosophical hole so if u wanna call am at home ready to be saved
872,ham,its going good no problem but still need little experience to understand american customer voice
873,ham,i ll text you when i drop x off
874,ham,ugh its been a long day i m exhausted just want to cuddle up and take a nap
875,ham,talk with yourself atleast once in a day otherwise you will miss your best friend in this world shakespeare shesil lt gt
876,spam,shop till u drop is it you either cash or travel voucher call now ntt po box fixedline cost mobile vary
877,ham,are you in castor you need to see something
878,spam,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to sp tyrone
879,spam,u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on
880,spam,u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on stopsms
881,spam,reminder you have not downloaded the content you have already paid for goto http doit mymoby tv to collect your content
882,ham,see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after you need to come home you need to getsleep and if anything you need to b studdying ear training
883,ham,i love to give massages i use lots of baby oil what is your fave position
884,ham,dude we should go sup again
885,ham,yoyyooo u know how to change permissions for a drive in mac my usb flash drive
886,ham,gibbs unsold mike hussey
887,ham,i like to talk pa but am not able to i dont know y
888,ham,y dun cut too short leh u dun like ah she failed she s quite sad
889,ham,you unbelievable faglord
890,ham,wife how she knew the time of murder exactly
891,ham,why do you ask princess
892,ham,i am great princess what are you thinking about me
893,ham,nutter cutter ctter cttergg cttargg ctargg ctagg ie you
894,ham,it s ok i noe u re busy but i m really too bored so i msg u i oso dunno wat colour she choose me one
895,ham,doesn t g have class early tomorrow and thus shouldn t be trying to smoke at lt gt
896,ham,superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today
897,ham,hope you are having a good week just checking in
898,ham,i m used to it i just hope my agents don t drop me since i ve only booked a few things this year this whole me in boston them in nyc was an experiment
899,ham,thursday night yeah sure thing we ll work it out then
900,spam,your free ringtone is waiting to be collected simply text the password mix to to verify get usher and britney fml po box
901,ham,probably money worries things are coming due and i have several outstanding invoices for work i did two and three months ago
902,ham,how is it possible to teach you and where
903,ham,i wonder if your phone battery went dead i had to tell you i love you babe
904,ham,lovely smell on this bus and it ain t tobacco
905,ham,we re all getting worried over here derek and taylor have already assumed the worst
906,ham,hey what s up charles sorry about the late reply
907,spam,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to
908,ham,i ll give her once i have it plus she said grinule greet you whenever we speak
909,ham,white fudge oreos are in stores
910,spam,january male sale hot gay chat now cheaper call national rate from min cheap to min peak to stop texts call min
911,ham,my love how come it took you so long to leave for zaher s i got your words on ym and was happy to see them but was sad you had left i miss you
912,ham,i am sorry it hurt you
913,ham,can t i feel nauseous i m so pissed i didn t eat any sweets all week cause today i was planning to pig out i was dieting all week and now i m not hungry
914,ham,ok lor but not too early me still having project meeting now
915,ham,call me da i am waiting for your call
916,ham,i could ask carlos if we could get more if anybody else can chip in
917,ham,was actually about to send you a reminder today have a wonderful weekend
918,ham,when people see my msgs they think iam addicted to msging they are wrong bcoz they don t know that iam addicted to my sweet friends bslvyl
919,ham,hey you gave them your photo when you registered for driving ah tmr wanna meet at yck
920,ham,dont talk to him ever ok its my word
921,ham,when u wana see it then
922,ham,on ma way to school can you pls send me ashley s number
923,ham,it shall be fine i have avalarr now will hollalater
924,ham,she went to attend another two rounds today but still did t reach home
925,ham,actually i deleted my old website now i m blogging at magicalsongs blogspot com
926,ham,k wait chikku il send aftr lt gt mins
927,ham,but i m on a diet and i ate too many slices of pizza yesterday ugh i m always on a diet
928,ham,k i will give my kvb acc details
929,ham,oh all have to come ah
930,spam,money you r a lucky winner claim your prize text money over to give away normal text rate
931,ham,i m really sorry i won t b able do this friday hope u can find an alternative hope yr term s going ok
932,ham,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go
933,ham,so do you have samus shoulders yet
934,ham,what time you think you ll have it need to know when i should be near campus
935,spam,dear matthew please call from a landline your complimentary lux tenerife holiday or cash await collection sae t cs
936,ham,then dun wear jeans lor
937,ham,since when which side any fever any vomitin
938,ham,k k are you in college
939,spam,urgent call from landline your complimentary tenerife holiday or cash await collection sae t cs box
940,ham,better made up for friday and stuffed myself like a pig yesterday now i feel bleh but at least its not writhing pain kind of bleh
941,ham,no we sell it all so we ll have tons if coins then sell our coins to someone thru paypal voila money back in life pockets
942,ham,theyre doing it to lots of places only hospitals and medical places are safe
943,spam,how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community sms
944,ham,and also i ve sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
945,ham,i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones
946,ham,i cant wait to see you how were the photos were useful
947,spam,ur cash balance is currently pounds to maximize ur cash in now send go to only msg cc po box tcr
948,ham,hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging
949,ham,chk in ur belovd ms dict
950,ham,is that what time you want me to come
951,ham,awesome lemme know whenever you re around
952,ham,shb b ok lor thanx
953,ham,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night
954,ham,also remember to get dobby s bowl from your car
955,spam,filthy stories and girls waiting for your
956,ham,sorry i now then c ur msg yar lor so poor thing but only one night tmr u ll have a brand new room sleep in
957,ham,love isn t a decision it s a feeling if we could decide who to love then life would be much simpler but then less magical
958,ham,welp apparently he retired
959,ham,my sort code is and acc no is the bank is natwest can you reply to confirm i ve sent this to the right person
960,ham,where
961,ham,u sure u can t take any sick time
962,spam,urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim only
963,ham,watching cartoon listening music amp at eve had to go temple amp church what about u
964,ham,yo chad which gymnastics class do you wanna take the site says christians class is full
965,ham,are you this much buzy
966,ham,or better still can you catch her and let ask her if she can sell lt gt for me
967,ham,i am not sure about night menu i know only about noon menu
968,ham,what do u want when i come back a beautiful necklace as a token of my heart for you thats what i will give but only to my wife of my liking be that and see no one can give you that dont call me i will wait till i come
969,ham,are you willing to go for aptitude class
970,ham,it wont b until as trying sort house out is that ok
971,ham,yar lor he wan go c horse racing today mah so eat earlier lor i ate chicken rice u
972,ham,haha awesome omw back now then
973,ham,yup i thk so until e shop closes lor
974,ham,what is your account number
975,ham,eh u send wrongly lar
976,ham,hey no i ad a crap nite was borin without ya boggy with me u boring biatch thanx but u wait til nxt time il ave ya
977,ham,ok i shall talk to him
978,ham,dont hesitate you know this is the second time she has had weakness like that so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
979,ham,hey you can pay with salary de only lt gt
980,ham,another month i need chocolate weed and alcohol
981,ham,if he started searching he will get job in few days he have great potential and talent
982,ham,reckon need to be in town by eightish to walk from carpark
983,spam,congrats mobile videophones r yours call now videochat wid your mates play java games dload polyph music noline rentl
984,ham,look at the fuckin time what the fuck you think is up
985,ham,yo guess what i just dropped
986,ham,carlos says he ll be at mu in lt gt minutes
987,ham,i m in office now i will call you lt gt min
988,ham,geeee i miss you already you know your all i can think about fuck i can t wait till next year when we will be together loving kiss
989,ham,yun ah the ubi one say if wan call by tomorrow call look for irene ere only got ubi cres ubi tech park for days
990,ham,ugh gotta drive back to sd from la my butt is sore
991,ham,of july
992,ham,hi im having the most relaxing time ever we have to get up at every day was the party good the other night i get home tomorrow at
993,ham,up to wan come then come lor but i din c any stripes skirt
994,ham,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas
995,ham,i can t i don t have her number
996,ham,change again it s e one next to escalator
997,ham,yetunde i m in class can you not run water on it to make it ok pls now
998,ham,not a lot has happened here feels very quiet beth is at her aunts and charlie is working lots just me and helen in at the mo how have you been
999,ham,then wait me at bus stop aft ur lect lar if i dun c then i go get my car then come back n pick
1000,ham,aight will do thanks again for comin out
1001,ham,no but heard abt tat
1002,spam,please call our customer service representative on freephone between as you have won a guaranteed cash or prize
1003,ham,yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out
1004,ham,lt gt am i think should say on syllabus
1005,ham,umma did she say anything
1006,ham,give me a sec to think think about it
1007,spam,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call on or call
1008,ham,i don t quite know what to do i still can t get hold of anyone i cud pick you up bout and we can see if they re in the pub
1009,ham,poyyarikatur kolathupalayam unjalur post erode dis lt gt
1010,ham,dear hero i am leaving to qatar tonite for an apt opportunity pls do keep in touch at lt email gt kerala
1011,ham,lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am
1012,ham,i just got home babe are you still awake
1013,ham,i dunno they close oredi not v ma fan
1014,ham,just buy a pizza meat lovers or supreme u get to pick
1015,ham,ya told she was asking wats matter
1016,ham,dear regret i cudnt pick call drove down frm ctla now at cochin home left mobile in car ente style ishtamayoo happy bakrid
1017,spam,free for week nokia tone ur mob every week just txt nokia to get txting and tell ur mates www getzed co uk pobox tone
1018,ham,shall i send that exe to your mail id
1019,ham,nope watching tv at home not going out v bored
1020,ham,don know wait i will check it
1021,ham,good afternoon on this glorious anniversary day my sweet j i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers you cougar pen
1022,spam,guess what somebody you know secretly fancies you wanna find out who it is give us a call on from landline min
1023,ham,we still on for tonight
1024,ham,may i call you later pls
1025,ham,hasn t that been the pattern recently crap weekends
1026,ham,i have a sore throat it s scratches when i talk
1027,ham,yes da any plm at ur office
1028,ham,are you not around or just still asleep v
1029,ham,lol you forgot it eh yes i ll bring it in babe
1030,ham,its good we ll find a way
1031,ham,can not use foreign stamps in this country good lecture
1032,ham,yup bathe liao
1033,ham,happy new year my no man
1034,ham,oh mr sheffield you wanna play that game okay you re the boss and i m the nanny you give me a raise and i ll give you one
1035,ham,zoe it just hit me im fucking shitin myself il defo try my hardest cum luv u millions lekdog
1036,ham,hello baby did you get back to your mom s are you setting up the computer now filling your belly how goes it loverboy i miss you already sighs
1037,ham,no my blankets are sufficient thx
1038,ham,naughty little thought its better to flirt flirt n flirt rather than loving someone n gettin hurt hurt n hurt gud nyt
1039,ham,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm gn ge gnt
1040,ham,they just talking thats it de they wont any other
1041,ham,today am going to college so am not able to atten the class
1042,ham,i m in class will holla later
1043,ham,easy ah sen got selected means its good
1044,ham,mmm thats better now i got a roast down me i d b better if i had a few drinks down me good indian
1045,spam,we know someone who you know that fancies you call to find out who pobox
1046,ham,come round it s
1047,ham,do thing change that sentence into because i want concentrate in my educational career im leaving here
1048,spam,s flirting now txt girl or bloke ur name age eg girl zoe to to join and get chatting
1049,ham,i walked an hour c u doesn t that show i care y wont u believe im serious
1050,spam,days to kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to
1051,ham,are you available for soiree on june
1052,ham,do u noe wat time e place dat sells closes
1053,ham,i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished
1054,ham,jay s getting really impatient and belligerent
1055,ham,hiya comin bristol st week in april les got off rudi on new yrs eve but i was snoring they were drunk u bak at college yet my work sends ink bath
1056,ham,i m at work please call
1057,ham,then u drive lor
1058,ham,ard like dat y
1059,ham,tell me they re female v how re you throwing in we re deciding what all to get now
1060,spam,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to now chance win cash wkent
1061,ham,i m working technical support voice process networking field
1062,ham,i might come to kerala for days so you can be prepared to take a leave once i finalise dont plan any travel during my visit need to finish urgent works
1063,ham,ok not sure what time tho as not sure if can get to library before class will try see you at some point have good eve
1064,spam,we have new local dates in your area lots of new people registered in your area reply date to start now only www flirtparty us
1065,ham,that s fine i ll bitch at you about it later then
1066,ham,no my mum went dentist
1067,ham,once free call me sir i am waiting for you
1068,ham,meeting u is my work tel me when shall i do my work tomorrow
1069,spam,someone u know has asked our dating service contact you cant guess who call now all will be revealed po
1070,ham,jus finish bathing
1071,ham,alright i ll make sure the car is back tonight
1072,spam,urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim only
1073,spam,dear u ve been invited to xchat this is our final attempt to contact u txt chat to
1074,ham,lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea
1075,ham,aight ill get on fb in a couple minutes
1076,ham,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz
1077,ham,where can download clear movies dvd copies
1078,ham,yep by the pretty sculpture
1079,ham,convey my regards to him
1080,ham,me too watching surya movie only after pm vijay movie pokkiri
1081,ham,you tell what happen dont behave like this to me ok no need to say
1082,ham,can u get pic msgs to your phone
1083,ham,send to someone else
1084,ham,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem
1085,ham,for me the love should start with attraction i should feel that i need her every time around me she should be the first thing which comes in my thoughts i would start the day and end it with her she should be there every time i dream love will be then when my every breath has her name my life should happen around her my life will be named to her i would cry for her will give all my happiness and take all her sorrows i will be ready to fight with anyone for her i will be in love when i will be doing the craziest things for her love will be when i don t have to proove anyone that my girl is the most beautiful lady on the whole planet i will always be singing praises for her love will be when i start up making chicken curry and end up makiing sambar life will be the most beautiful then will get every morning and thank god for the day because she is with me i would like to say a lot will tell later
1086,ham,fr ndship is like a needle of a clock though v r in d same clock v r nt able met evn if v meet itz only seconds bt v alwys stay conected gud
1087,ham,i don t think he has spatula hands
1088,ham,you can never do nothing
1089,spam,you are awarded a sipix digital camera call from landline delivery within t cs warranty p p
1090,ham,goodmorning today i am late for lt decimal gt min
1091,spam,win urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid only
1092,ham,please da call me any mistake from my side sorry da pls da goto doctor
1093,ham,where r we meeting
1094,ham,well the weather in cali s great but its complexities are great you need a car to move freely its taxes are outrageous but all in all its a great place the sad part is i missing home
1095,ham,now only i reached home i am very tired now i will come tomorro
1096,ham,ryder unsold now gibbs
1097,spam,dear subscriber ur draw gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to
1098,ham,don t fret i ll buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal address u ll be alright okay
1099,ham,no gifts you trying to get me to throw myself off a cliff or something
1100,ham,been up to ne thing interesting did you have a good birthday when are u wrking nxt i started uni today
1101,ham,you busy or can i come by at some point and figure out what we re doing tomorrow
1102,ham,yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary
1103,ham,black shirt n blue jeans i thk i c
1104,ham,aiyah sorry lor i watch tv watch until i forgot check my phone
1105,spam,message important information for user today is your lucky day find out why log onto http www urawinner com there is a fantastic surprise awaiting you
1106,ham,on hen night going with a swing
1107,ham,good afternoon my love how goes your day what are you up to i woke early and am online waiting for you hmmm italian boy is online i see grins
1108,ham,from someone not to smoke when every time i ve smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
1109,ham,no you ll just get a headache trying to figure it out u can trust me to do the math i promise o
1110,ham,s s first time dhoni rocks
1111,ham,ok ill tell the company
1112,ham,awesome think we can get an at usf some time tonight
1113,ham,so that means you still think of teju
1114,ham,no i m good for the movie is it ok if i leave in an hourish
1115,ham,no no this is kallis home ground amla home town is durban
1116,ham,so lets make it saturday or monday as per convenience
1117,ham,hey what time is your driving on fri we go for evaluation on fri
1118,spam,you have won a price to claim call
1119,ham,i m going lunch now wif my family then aft dat i go str orchard lor
1120,spam,bored of speed dating try speedchat txt speedchat to if you don t like em txt swap and get a new chatter msg rcd
1121,ham,cancel cheyyamo and get some money back
1122,spam,do you want anytime any network mins text and a new video phone for only five pounds per week call now or reply for delivery tomorrow
1123,ham,ok ok ok then whats ur todays plan
1124,ham,good morning princess how are you
1125,ham,aiyar sorry lor forgot tell u
1126,spam,for taking part in our mobile survey yesterday you can now have texts use however you wish get txts just send txt to t c www com
1127,ham,not tonight mate catching up on some sleep this is my new number by the way
1128,ham,height of oh shit situation a guy throws a luv letter on a gal but falls on her brothers head whos a gay d
1129,spam,ur hmv quiz cash balance is currently to maximize ur cash in now send to only msg
1130,ham,so check your errors and if you had difficulties do correction
1131,ham,howz pain hope u r fine
1132,ham,sorry i ll call later
1133,ham,good morning princess how are you
1134,ham,as i entered my cabin my pa said happy b day boss i felt special she askd me lunch after lunch she invited me to her apartment we went there
1135,ham,u wake up already thanx e tau sar piah it s quite nice
1136,ham,k do i need a login or anything
1137,spam,dont forget you can place as many free requests with co uk as you wish for more information call
1138,ham,lol no just was busy
1139,ham,what u wearing
1140,ham,message some text missing sender name missing number missing sent date missing missing u a lot thats y everything is missing sent via fullonsms com
1141,ham,oh as usual vijay film or its different
1142,spam,i don t know u and u don t know me send chat to now and let s find each other only msg rcvd hg row ldn years or over
1143,ham,have you had a good day mine was really busy are you up to much tomorrow night
1144,ham,and is there a way you can send shade s stuff to her and she has been wonderful too
1145,ham,really i tot ur paper ended long ago but wat u copied jus now got use u happy lar i still haf study
1146,spam,thank you winner notified by sms good luck no future marketing reply stop to customer services
1147,ham,babe i lost you
1148,ham,ok help me ask if she s working tmr a not
1149,ham,i m not driving raining then i ll get caught at e mrt station lor
1150,ham,not a drop in the tank
1151,ham,that said can you text him one more time
1152,ham,sorry i ll call later
1153,ham,ok i go change also
1154,spam,s of girls many local u who r virgins this r ready ur every sexual need can u theirs text cute to m
1155,ham,did u find a sitter for kaitlyn i was sick and slept all day yesterday
1156,ham,sorry man accidentally left my phone on silent last night and didn t check it til i got up
1157,ham,hey something came up last min think i wun be signing up tmr hee
1158,ham,he s an adult and would learn from the experience there s no real danger i just dont like peeps using drugs they dont need but no comment
1159,ham,hey there s veggie pizza
1160,ham,yun buying but school got offer plus only
1161,ham,you sure your neighbors didnt pick it up
1162,ham,k i will sent it again
1163,spam,free entry in a wkly comp to win fa cup final tkts may text fa to to receive entry question std txt rate t c s apply s
1164,ham,new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct
